industry_id,industry_code,industry_description
584,485999,All Other Transit and Ground Passenger Transportation
585,486110,Pipeline Transportation of Crude Oil
586,486210,Pipeline Transportation of Natural Gas
587,486910,Pipeline Transportation of Refined Petroleum Products
588,486990,All Other Pipeline Transportation
589,487110,"Scenic and Sightseeing Transportation, Land"
590,487210,"Scenic and Sightseeing Transportation, Water"
591,487990,"Scenic and Sightseeing Transportation, Other"
592,488111,Air Traffic Control
593,488119,Other Airport Operations
594,488190,Other Support Activities for Air Transportation
595,488210,Support Activities for Rail Transportation
596,488310,Port and Harbor Operations
597,488320,Marine Cargo Handling
598,488330,Navigational Services to Shipping
599,488390,Other Support Activities for Water Transportation
600,488410,Motor Vehicle Towing
601,488490,Other Support Activities for Road Transportation
602,488510,Freight Transportation Arrangement
603,488991,Packing and Crating
604,488999,All Other Support Activities for Transportation
605,491110,Postal Service
606,492110,Couriers and Express Delivery Services
607,492210,Local Messengers and Local Delivery
608,493110,General Warehousing and Storage
609,493120,Refrigerated Warehousing and Storage
610,493130,Farm Product Warehousing and Storage
611,493190,Other Warehousing and Storage
612,512110,Motion Picture and Video Production
613,512120,Motion Picture and Video Distribution
614,512131,Motion Picture Theaters (except Drive-Ins)
615,512132,Drive-In Motion Picture Theaters
616,512191,Teleproduction and Other Postproduction Services
617,512199,Other Motion Picture and Video Industries
618,512230,Music Publishers
619,512240,Sound Recording Studios
620,512250,Record Production and Distribution
621,512290,Other Sound Recording Industries
622,513110,Newspaper Publishers
623,513120,Periodical Publishers
624,513130,Book Publishers
625,513140,Directory and Mailing List Publishers
626,513191,Greeting Card Publishers
627,513199,All Other Publishers
628,513210,Software Publishers
629,516110,Radio Broadcasting Stations
630,516120,Television Broadcasting Stations
631,516210,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers"
632,517111,Wired Telecommunications Carriers
633,517112,Wireless Telecommunications Carriers (except Satellite)
634,517121,Telecommunications Resellers
635,517410,Satellite Telecommunications
636,517810,All Other Telecommunications
637,518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
638,519210,Libraries and Archives
639,519290,Web Search Portals and All Other Information Services
640,521110,Monetary Authorities-Central Bank
641,522110,Commercial Banking
642,522130,Credit Unions
643,522180,Savings Institutions and Other Depository Credit Intermediation
644,522210,Credit Card Issuing
645,522220,Sales Financing
646,522291,Consumer Lending
647,522292,Real Estate Credit
648,522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation"
649,522310,Mortgage and Nonmortgage Loan Brokers
650,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities"
651,522390,Other Activities Related to Credit Intermediation
652,523150,Investment Banking and Securities Intermediation
653,523160,Commodity Contracts Intermediation
654,523210,Securities and Commodity Exchanges
655,523910,Miscellaneous Intermediation
656,523940,Portfolio Management and Investment Advice
657,523991,"Trust, Fiduciary, and Custody Activities"
658,523999,Miscellaneous Financial Investment Activities
659,524113,Direct Life Insurance Carriers
660,524114,Direct Health and Medical Insurance Carriers
661,524126,Direct Property and Casualty Insurance Carriers
662,524127,Direct Title Insurance Carriers
663,524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers"
664,524130,Reinsurance Carriers
665,524210,Insurance Agencies and Brokerages
666,524291,Claims Adjusting
667,524292,Pharmacy Benefit Management and Other Third Party Administration of Insurance and Pension Funds
668,524298,All Other Insurance Related Activities
669,525110,Pension Funds
670,525120,Health and Welfare Funds
671,525190,Other Insurance Funds
672,525910,Open-End Investment Funds
673,525920,"Trusts, Estates, and Agency Accounts"
674,525990,Other Financial Vehicles
675,531110,Lessors of Residential Buildings and Dwellings
676,531120,Lessors of Nonresidential Buildings (except Miniwarehouses)
677,531130,Lessors of Miniwarehouses and Self-Storage Units
678,531190,Lessors of Other Real Estate Property
679,531210,Offices of Real Estate Agents and Brokers
680,531311,Residential Property Managers
681,531312,Nonresidential Property Managers
682,531320,Offices of Real Estate Appraisers
683,531390,Other Activities Related to Real Estate
684,532111,Passenger Car Rental
685,532112,Passenger Car Leasing
686,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"
687,532210,Consumer Electronics and Appliances Rental
688,532281,Formal Wear and Costume Rental
689,532282,Video Tape and Disc Rental
690,532283,Home Health Equipment Rental
691,532284,Recreational Goods Rental
692,532289,All Other Consumer Goods Rental
693,532310,General Rental Centers
694,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing"
695,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
696,532420,Office Machinery and Equipment Rental and Leasing
697,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
698,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
699,541110,Offices of Lawyers
700,541191,Title Abstract and Settlement Offices
701,541199,All Other Legal Services
702,541211,Offices of Certified Public Accountants
703,541213,Tax Preparation Services
704,541214,Payroll Services
705,541219,Other Accounting Services
706,541310,Architectural Services
707,541320,Landscape Architectural Services
708,541330,Engineering Services
709,541340,Drafting Services
710,541350,Building Inspection Services
711,541360,Geophysical Surveying and Mapping Services
712,541370,Surveying and Mapping (except Geophysical) Services
713,541380,Testing Laboratories and Services
714,541410,Interior Design Services
715,541420,Industrial Design Services
716,541430,Graphic Design Services
717,541490,Other Specialized Design Services
718,541511,Custom Computer Programming Services
719,541512,Computer Systems Design Services
720,541513,Computer Facilities Management Services
721,541519,Other Computer Related Services
722,541611,Administrative Management and General Management Consulting Services
723,541612,Human Resources Consulting Services
724,541613,Marketing Consulting Services
725,541614,"Process, Physical Distribution, and Logistics Consulting Services"
726,541618,Other Management Consulting Services
727,541620,Environmental Consulting Services
728,541690,Other Scientific and Technical Consulting Services
729,541713,Research and Development in Nanotechnology
730,541714,Research and Development in Biotechnology (except Nanobiotechnology)
731,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)"
732,541720,Research and Development in the Social Sciences and Humanities
733,541810,Advertising Agencies
734,541820,Public Relations Agencies
735,541830,Media Buying Agencies
736,541840,Media Representatives
737,541850,Indoor and Outdoor Display Advertising
738,541860,Direct Mail Advertising
739,541870,Advertising Material Distribution Services
740,541890,Other Services Related to Advertising
741,541910,Marketing Research and Public Opinion Polling
742,541921,"Photography Studios, Portrait"
743,541922,Commercial Photography
744,541930,Translation and Interpretation Services
745,541940,Veterinary Services
746,541990,"All Other Professional, Scientific, and Technical Services"
747,551111,Offices of Bank Holding Companies
748,551112,Offices of Other Holding Companies
749,551114,"Corporate, Subsidiary, and Regional Managing Offices"
750,561110,Office Administrative Services
751,561210,Facilities Support Services
752,561311,Employment Placement Agencies
753,561312,Executive Search Services
754,561320,Temporary Help Services
755,561330,Professional Employer Organizations
756,561410,Document Preparation Services
757,561421,Telephone Answering Services
758,561422,Telemarketing Bureaus and Other Contact Centers
759,561431,Private Mail Centers
760,561439,Other Business Service Centers (including Copy Shops)
761,561440,Collection Agencies
762,561450,Credit Bureaus
763,561491,Repossession Services
764,561492,Court Reporting and Stenotype Services
765,561499,All Other Business Support Services
766,561510,Travel Agencies
767,561520,Tour Operators
768,561591,Convention and Visitors Bureaus
769,561599,All Other Travel Arrangement and Reservation Services
770,561611,Investigation and Personal Background Check Services
771,561612,Security Guards and Patrol Services
772,561613,Armored Car Services
773,561621,Security Systems Services (except Locksmiths)
774,561622,Locksmiths
775,561710,Exterminating and Pest Control Services
776,561720,Janitorial Services
777,561730,Landscaping Services
778,561740,Carpet and Upholstery Cleaning Services
779,561790,Other Services to Buildings and Dwellings
780,561910,Packaging and Labeling Services
781,561920,Convention and Trade Show Organizers
782,561990,All Other Support Services
783,562111,Solid Waste Collection
784,562112,Hazardous Waste Collection
785,562119,Other Waste Collection
786,562211,Hazardous Waste Treatment and Disposal
787,562212,Solid Waste Landfill
788,562213,Solid Waste Combustors and Incinerators
789,562219,Other Nonhazardous Waste Treatment and Disposal
790,562910,Remediation Services
791,562920,Materials Recovery Facilities
792,562991,Septic Tank and Related Services
793,562998,All Other Miscellaneous Waste Management Services
794,611110,Elementary and Secondary Schools
795,611210,Junior Colleges
796,611310,"Colleges, Universities, and Professional Schools"
797,611410,Business and Secretarial Schools
798,611420,Computer Training
799,611430,Professional and Management Development Training
800,611511,Cosmetology and Barber Schools
801,611512,Flight Training
802,611513,Apprenticeship Training
803,611519,Other Technical and Trade Schools
804,611610,Fine Arts Schools
805,611620,Sports and Recreation Instruction
806,611630,Language Schools
807,611691,Exam Preparation and Tutoring
808,611692,Automobile Driving Schools
809,611699,All Other Miscellaneous Schools and Instruction
810,611710,Educational Support Services
811,621111,Offices of Physicians (except Mental Health Specialists)
812,621112,"Offices of Physicians, Mental Health Specialists"
813,621210,Offices of Dentists
814,621310,Offices of Chiropractors
815,621320,Offices of Optometrists
816,621330,Offices of Mental Health Practitioners (except Physicians)
817,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
818,621391,Offices of Podiatrists
819,621399,Offices of All Other Miscellaneous Health Practitioners
820,621410,Family Planning Centers
821,621420,Outpatient Mental Health and Substance Abuse Centers
822,621491,HMO Medical Centers
823,621492,Kidney Dialysis Centers
824,621493,Freestanding Ambulatory Surgical and Emergency Centers
825,621498,All Other Outpatient Care Centers
826,621511,Medical Laboratories
827,621512,Diagnostic Imaging Centers
828,621610,Home Health Care Services
829,621910,Ambulance Services
830,621991,Blood and Organ Banks
831,621999,All Other Miscellaneous Ambulatory Health Care Services
832,622110,General Medical and Surgical Hospitals
833,622210,Psychiatric and Substance Abuse Hospitals
834,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals
835,623110,Nursing Care Facilities (Skilled Nursing Facilities)
836,623210,Residential Intellectual and Developmental Disability Facilities
837,623220,Residential Mental Health and Substance Abuse Facilities
838,623311,Continuing Care Retirement Communities
839,623312,Assisted Living Facilities for the Elderly
840,623990,Other Residential Care Facilities
841,624110,Child and Youth Services
842,624120,Services for the Elderly and Persons with Disabilities
843,624190,Other Individual and Family Services
844,624210,Community Food Services
845,624221,Temporary Shelters
846,624229,Other Community Housing Services
847,624230,Emergency and Other Relief Services
848,624310,Vocational Rehabilitation Services
849,624410,Child Care Services
850,711110,Theater Companies and Dinner Theaters
851,711120,Dance Companies
852,711130,Musical Groups and Artists
853,711190,Other Performing Arts Companies
854,711211,Sports Teams and Clubs
855,711212,Racetracks
856,711219,Other Spectator Sports
857,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
858,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities"
859,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
860,711510,"Independent Artists, Writers, and Performers"
861,712110,Museums
862,712120,Historical Sites
863,712130,Zoos and Botanical Gardens
864,712190,Nature Parks and Other Similar Institutions
865,713110,Amusement and Theme Parks
866,713120,Amusement Arcades
867,713210,Casinos (except Casino Hotels)
868,713290,Other Gambling Industries
869,713910,Golf Courses and Country Clubs
870,713920,Skiing Facilities
871,713930,Marinas
872,713940,Fitness and Recreational Sports Centers
873,713950,Bowling Centers
874,713990,All Other Amusement and Recreation Industries
875,721110,Hotels (except Casino Hotels) and Motels
876,721120,Casino Hotels
877,721191,Bed-and-Breakfast Inns
878,721199,All Other Traveler Accommodation
879,721211,RV (Recreational Vehicle) Parks and Campgrounds
880,721214,Recreational and Vacation Camps (except Campgrounds)
881,721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps"
882,722310,Food Service Contractors
883,722320,Caterers
884,722330,Mobile Food Services
885,722410,Drinking Places (Alcoholic Beverages)
886,722511,Full-Service Restaurants
887,722513,Limited-Service Restaurants
888,722514,"Cafeterias, Grill Buffets, and Buffets"
889,722515,Snack and Nonalcoholic Beverage Bars
890,811111,General Automotive Repair
891,811114,Specialized Automotive Repair
892,811121,"Automotive Body, Paint, and Interior Repair and Maintenance"
893,811122,Automotive Glass Replacement Shops
894,811191,Automotive Oil Change and Lubrication Shops
895,811192,Car Washes
896,811198,All Other Automotive Repair and Maintenance
897,811210,Electronic and Precision Equipment Repair and Maintenance
898,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
899,811411,Home and Garden Equipment Repair and Maintenance
900,811412,Appliance Repair and Maintenance
901,811420,Reupholstery and Furniture Repair
902,811430,Footwear and Leather Goods Repair
903,811490,Other Personal and Household Goods Repair and Maintenance
904,812111,Barber Shops
905,812112,Beauty Salons
906,812113,Nail Salons
907,812191,Diet and Weight Reducing Centers
908,812199,Other Personal Care Services
909,812210,Funeral Homes and Funeral Services
910,812220,Cemeteries and Crematories
911,812310,Coin-Operated Laundries and Drycleaners
912,812320,Drycleaning and Laundry Services (except Coin-Operated)
913,812331,Linen Supply
914,812332,Industrial Launderers
915,812910,Pet Care (except Veterinary) Services
916,812921,Photofinishing Laboratories (except One-Hour)
917,812922,One-Hour Photofinishing
918,812930,Parking Lots and Garages
919,812990,All Other Personal Services
920,813110,Religious Organizations
921,813211,Grantmaking Foundations
922,813212,Voluntary Health Organizations
923,813219,Other Grantmaking and Giving Services
924,813311,Human Rights Organizations
925,813312,"Environment, Conservation and Wildlife Organizations"
926,813319,Other Social Advocacy Organizations
927,813410,Civic and Social Organizations
928,813910,Business Associations
929,813920,Professional Organizations
930,813930,Labor Unions and Similar Labor Organizations
931,813940,Political Organizations
932,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)"
933,814110,Private Households
934,901149,US Postal Service
935,901199,"Federal Government, Civilian, Excluding Postal Service"
936,901200,"Federal Government, Military"
937,902611,Elementary and Secondary Schools (State Government)
938,902612,"Colleges, Universities, and Professional Schools (State Government)"
939,902619,All Other Schools and Educational Support Services (State Government)
940,902622,Hospitals (State Government)
941,902999,"State Government, Excluding Education and Hospitals"
942,903611,Elementary and Secondary Schools (Local Government)
943,903612,"Colleges, Universities, and Professional Schools (Local Government)"
944,903619,All Other Schools and Educational Support Services (Local Government)
945,903622,Hospitals (Local Government)
946,903999,"Local Government, Excluding Education and Hospitals"
947,999999,Unclassified Industry
