cbsa_geoid,cbsa_name,industrial_diversity,economic_complexity_index,economic_complexity_percentile_score
31380,"Macomb, IL Micro Area",90,-1.2394330062370988,4.86
14010,"Bloomington, IL Metro Area",129,0.4461389745002077,73.84
19500,"Decatur, IL Metro Area",156,-0.4320914734737684,40.86
16460,"Centralia, IL Micro Area",121,-1.1561817682461295,7.14
37900,"Peoria, IL Metro Area",206,0.24163510540597044,67.24
37140,"Paducah, KY-IL Metro Area",194,-0.1539204631695344,53.19
44100,"Springfield, IL Metro Area",125,1.0178725612387252,83.14
27300,"Jacksonville, IL Micro Area",119,-0.724456409431209,25.73
40300,"Rochelle, IL Micro Area",140,-0.894492134676522,17.08
23300,"Freeport, IL Micro Area",131,-0.7988382566714849,21.73
19180,"Danville, IL Micro Area",137,-0.639636398184396,29.73
44580,"Sterling, IL Micro Area",157,-0.7955757828052287,21.84
32060,"Marion-Herrin, IL Micro Area",139,-0.47127825264640133,38.59
19540,"Decatur, IN Micro Area",146,-1.0325835514638544,10.16
23060,"Fort Wayne, IN Metro Area",275,0.20043408297344398,65.84
18020,"Columbus, IN Metro Area",132,-0.04301874637627935,57.95
29200,"Lafayette-West Lafayette, IN Metro Area",174,-0.01603912541881479,58.92
26900,"Indianapolis-Carmel-Greenwood, IN Metro Area",306,1.1640490007741324,86.49
30900,"Logansport, IN Micro Area",117,-0.995585978515257,12
31140,"Louisville/Jefferson County, KY-IN Metro Area",314,0.720042900551643,79.14
45460,"Terre Haute, IN Metro Area",212,-0.5903045355522583,32.11
23140,"Frankfort, IN Micro Area",108,-1.2777818847685822,3.46
47780,"Washington, IN Micro Area",134,-1.052492410612926,9.51
17140,"Cincinnati, OH-KY-IN Metro Area",337,1.0067203487007603,82.81
24700,"Greensburg, IN Micro Area",121,-1.207988339105084,5.84
12140,"Auburn, IN Micro Area",138,-0.703616016296337,26.7
34620,"Muncie, IN Metro Area",186,-0.1520819169611139,53.41
27540,"Jasper, IN Micro Area",129,-0.6102525292895374,31.03
21140,"Elkhart-Goshen, IN Metro Area",226,-0.05448170947267068,56.97
18220,"Connersville, IN Micro Area",105,-1.0152745656384783,11.35
31980,"Marion, IN Micro Area",120,-0.9434341588199127,15.24
35220,"New Castle, IN Micro Area",136,-0.9562735732058205,14.38
29020,"Kokomo, IN Metro Area",150,-0.31777197472691204,46.05
26540,"Huntington, IN Micro Area",144,-0.7675956424091754,22.92
42980,"Seymour, IN Micro Area",133,-1.2713796225951117,3.78
31500,"Madison, IN Micro Area",116,-0.7462458095046357,24.43
47180,"Vincennes, IN Micro Area",114,-1.537243827302287,1.19
47700,"Warsaw, IN Micro Area",178,-0.3352992561065962,44.54
33140,"Michigan City-La Porte, IN Metro Area",202,-0.25256085667836975,48.65
13260,"Bedford, IN Micro Area",139,-0.9392579642538496,15.68
38500,"Plymouth, IN Micro Area",165,-0.724165154698373,25.84
37940,"Peru, IN Micro Area",122,-1.3762707959650162,2.27
14020,"Bloomington, IN Metro Area",134,1.1271295277501887,85.41
18820,"Crawfordsville, IN Micro Area",123,-1.2978743014730534,3.24
28340,"Kendallville, IN Micro Area",165,-0.4471261241669133,40.11
21780,"Evansville, IN Metro Area",249,0.017919123961702577,60.32
24600,"Greencastle, IN Micro Area",117,-0.9423962412521125,15.35
43780,"South Bend-Mishawaka, IN-MI Metro Area",238,0.5560276220767791,75.46
11420,"Angola, IN Micro Area",152,-0.36827573025093785,43.24
47340,"Wabash, IN Micro Area",144,-0.6333175181724232,30.27
39980,"Richmond, IN Micro Area",156,-0.6750756661660121,28.22
33900,"Monticello, IN Micro Area",121,-1.0894823161753813,8.54
16300,"Cedar Rapids, IA Metro Area",248,0.30302898192391126,69.08
47940,"Waterloo-Cedar Falls, IA Metro Area",194,-0.35205903290277146,43.78
11180,"Ames, IA Metro Area",137,0.058050899195782435,61.51
44740,"Storm Lake, IA Micro Area",95,-1.385928775922527,2.05
16140,"Carroll, IA Micro Area",137,-0.8873563681985891,17.51
32380,"Mason City, IA Micro Area",178,-0.5399161779575069,35.35
43980,"Spencer, IA Micro Area",156,-0.7589739520210221,23.78
17540,"Clinton, IA Micro Area",153,-0.7196499306733443,26.05
19780,"Des Moines-West Des Moines, IA Metro Area",266,0.9686395758972761,81.84
44020,"Spirit Lake, IA Micro Area",135,-0.2012602323020104,51.46
20220,"Dubuque, IA Metro Area",214,0.06846332820435977,61.95
36540,"Omaha, NE-IA Metro Area",267,1.05762876689862,83.78
26980,"Iowa City, IA Metro Area",127,0.6062876947747452,76.86
22800,"Fort Madison, IA Micro Area",124,-0.8795784389971849,17.73
36820,"Oskaloosa, IA Micro Area",117,-1.2059379986671168,5.95
37800,"Pella, IA Micro Area",109,-0.7027484787878118,26.81
32260,"Marshalltown, IA Micro Area",124,-1.1712053006755219,6.7
34700,"Muscatine, IA Micro Area",124,-0.9126211438320401,16.43
30180,"Le Mars, IA Micro Area",109,-1.514135822443198,1.3
36900,"Ottumwa, IA Micro Area",132,-1.0760625353036657,8.76
22700,"Fort Dodge, IA Micro Area",132,-0.982556532587503,12.76
43580,"Sioux City, IA-NE-SD Metro Area",196,-0.6683123311011288,28.97
11860,"Atchison, KS Micro Area",101,-0.39837064623931506,42.27
24460,"Great Bend, KS Micro Area",135,-1.0958870882798128,8.43
48620,"Wichita, KS Metro Area",246,0.18910414157259114,65.3
21380,"Emporia, KS Micro Area",116,-0.9014215530077545,16.97
27900,"Joplin, MO-KS Metro Area",232,-0.6316193396416727,30.49
11680,"Arkansas City-Winfield, KS Micro Area",108,-1.0724978798631313,8.97
38260,"Pittsburg, KS Micro Area",116,-0.6312837380540351,30.59
41140,"St. Joseph, MO-KS Metro Area",187,-0.32405045684437334,45.41
29940,"Lawrence, KS Metro Area",167,1.3131078314844293,88.65
25700,"Hays, KS Micro Area",138,-0.7070114278521284,26.38
23780,"Garden City, KS Micro Area",139,-1.1364689089275601,7.35
19980,"Dodge City, KS Micro Area",114,-0.9808999554655913,13.08
36840,"Ottawa, KS Micro Area",106,-1.0464260265050611,9.73
31740,"Manhattan, KS Metro Area",122,0.06789311065751949,61.84
45820,"Topeka, KS Metro Area",178,0.42127471423204266,72.86
28140,"Kansas City, MO-KS Metro Area",317,1.2839412432370167,87.89
32700,"McPherson, KS Micro Area",112,-0.9400124385609236,15.57
41460,"Salina, KS Micro Area",150,-0.46391493381694265,38.92
26740,"Hutchinson, KS Micro Area",177,-0.6708610608242802,28.65
30580,"Liberal, KS Micro Area",96,-1.4374916058238456,1.95
14540,"Bowling Green, KY Metro Area",225,0.03725923321410234,60.86
23180,"Frankfort, KY Micro Area",132,0.9861712008259289,82.16
23980,"Glasgow, KY Micro Area",174,-0.6355579098227937,30.05
34460,"Mount Sterling, KY Micro Area",146,-0.9849325047909263,12.54
33180,"Middlesborough, KY Micro Area",109,-0.6825907121263239,27.78
30460,"Lexington-Fayette, KY Metro Area",243,0.9676223694005677,81.73
26580,"Huntington-Ashland, WV-KY-OH Metro Area",230,-0.3651570858176327,43.35
19220,"Danville, KY Micro Area",163,-0.40847494691047714,41.73
34660,"Murray, KY Micro Area",121,-0.24423955378498777,49.3
17300,"Clarksville, TN-KY Metro Area",163,-0.06535003987587457,56.54
18340,"Corbin, KY Micro Area",171,-0.683737888941032,27.68
36980,"Owensboro, KY Metro Area",182,-0.4592901911401065,39.14
40080,"Richmond-Berea, KY Micro Area",166,0.036564337312589436,60.76
38210,"Pikeville, KY Micro Area",139,-0.8070879397899633,21.19
32460,"Mayfield, KY Micro Area",141,-0.7901822738701246,22.27
15820,"Campbellsville, KY Micro Area",138,-1.0165678156319422,11.24
21060,"Elizabethtown, KY Metro Area",144,-0.185515607771022,51.78
25775,"Henderson, KY Micro Area",157,-1.0476703185375489,9.62
31580,"Madisonville, KY Micro Area",127,-1.0220674942745247,10.92
43700,"Somerset, KY Micro Area",182,-0.5394517722969399,35.46
23190,"Franklin, KY Micro Area",108,-0.6777963460441475,28
29180,"Lafayette, LA Metro Area",259,0.24678753445365445,67.46
12940,"Baton Rouge, LA Metro Area",241,0.4110950497830154,72.54
19760,"DeRidder, LA Micro Area",135,-0.7471051179368111,24.32
43340,"Shreveport-Bossier City, LA Metro Area",240,-0.11230336236112756,54.7
29340,"Lake Charles, LA Metro Area",212,-0.23322680023621084,49.95
35020,"Natchez, MS-LA Micro Area",156,-0.864139110274457,18.38
10780,"Alexandria, LA Metro Area",172,-0.5306442647788877,35.78
35340,"New Iberia, LA Micro Area",167,-0.46324559247522984,39.03
35380,"New Orleans-Metairie, LA Metro Area",280,1.690810941197798,92.86
26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",175,-0.21292597611834263,50.81
40820,"Ruston, LA Micro Area",153,-0.19423795650701794,51.68
33740,"Monroe, LA Metro Area",219,-0.535910631477404,35.68
35060,"Natchitoches, LA Micro Area",113,-0.7381831663321977,24.97
36660,"Opelousas, LA Micro Area",172,-1.0239231816699084,10.59
34020,"Morgan City, LA Micro Area",144,-0.1419029589265109,53.84
43640,"Slidell-Mandeville-Covington, LA Metro Area",273,1.2934456376297927,88.32
25220,"Hammond, LA Metro Area",197,-0.1793421380709149,52.11
14220,"Bogalusa, LA Micro Area",113,-1.1707644007456899,6.81
33380,"Minden, LA Micro Area",129,-1.3840393680123069,2.16
30340,"Lewiston-Auburn, ME Metro Area",223,0.13477104916844096,64
38860,"Portland-South Portland, ME Metro Area",267,1.6365439232760977,92.32
12300,"Augusta-Waterville, ME Micro Area",180,0.09260559557795556,62.7
12620,"Bangor, ME Metro Area",219,0.13553669179425512,64.11
19060,"Cumberland, MD-WV Micro Area",163,-0.12173482095328533,54.49
12580,"Baltimore-Columbia-Towson, MD Metro Area",246,2.381840584822583,97.73
30500,"Lexington Park, MD Metro Area",147,1.2841600471915908,88
15700,"Cambridge, MD Micro Area",138,0.22759274715237252,67.03
41540,"Salisbury, MD Metro Area",193,0.46672723934483656,74.16
20660,"Easton, MD Micro Area",193,1.3946959068025855,89.62
25180,"Hagerstown-Martinsburg, MD-WV Metro Area",234,0.07230052119359384,62.05
36180,"Ocean Pines, MD Micro Area",159,1.150030725982898,86.16
12700,"Barnstable Town, MA Metro Area",210,1.8508504472042642,94.49
38340,"Pittsfield, MA Metro Area",199,1.3546624590084633,89.3
39300,"Providence-Warwick, RI-MA Metro Area",299,1.493427126448437,91.14
47240,"Vineyard Haven, MA Micro Area",163,1.9108789925038254,95.03
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",291,3.6179627803101053,99.68
24640,"Greenfield, MA Micro Area",196,0.4758526883886014,74.38
44140,"Springfield, MA Metro Area",227,0.903209189810198,81.08
11200,"Amherst Town-Northampton, MA Metro Area",172,1.6434146472601945,92.43
34880,"Nantucket, MA Micro Area",146,2.161688430790286,96.54
49340,"Worcester, MA Metro Area",267,1.200660775659785,87.03
26090,"Holland, MI Micro Area",215,0.0606416568675841,61.62
10980,"Alpena, MI Micro Area",158,-0.2231915204047316,50.38
24340,"Grand Rapids-Wyoming-Kentwood, MI Metro Area",322,0.74980436072131,79.35
13020,"Bay City, MI Metro Area",193,-0.12362792716595834,54.27
45900,"Traverse City, MI Metro Area",277,0.8205175256685355,80
35660,"Niles, MI Metro Area",211,0.19057296979874114,65.62
17740,"Coldwater, MI Micro Area",141,-0.5612114948931561,33.73
12980,"Battle Creek, MI Metro Area",163,0.18422208923675798,65.08
42300,"Sault Ste. Marie, MI Micro Area",125,0.11684087146284625,63.14
29620,"Lansing-East Lansing, MI Metro Area",209,0.8735197925189351,80.54
21540,"Escanaba, MI Micro Area",171,-0.05470669826356576,56.86
27020,"Iron Mountain, MI-WI Micro Area",153,-0.17152050137521646,52.43
37950,"Petoskey, MI Micro Area",161,1.0015474970655553,82.59
22420,"Flint, MI Metro Area",212,0.34475148255896193,70.49
10940,"Alma, MI Micro Area",132,-0.9739026787319115,13.62
25880,"Hillsdale, MI Micro Area",136,-1.1839529520067127,6.27
26340,"Houghton, MI Micro Area",140,0.4330639419155152,73.19
34380,"Mount Pleasant, MI Micro Area",131,-0.12723580649858562,54.05
27100,"Jackson, MI Metro Area",186,0.002065184291977831,60
28020,"Kalamazoo-Portage, MI Metro Area",225,0.9138570326301579,81.19
19820,"Detroit-Warren-Dearborn, MI Metro Area",311,1.1371542587024766,85.62
10300,"Adrian, MI Micro Area",187,-0.5148717184465286,36.86
32100,"Marquette, MI Micro Area",160,0.433942852439658,73.51
31220,"Ludington, MI Micro Area",140,-0.21593132273729548,50.7
13660,"Big Rapids, MI Micro Area",128,-0.653550617458118,29.3
31940,"Marinette, WI-MI Micro Area",153,-0.6711526082852682,28.43
33220,"Midland, MI Metro Area",133,0.6016696697286819,76.65
15620,"Cadillac, MI Micro Area",165,-0.44529607719369063,40.22
33780,"Monroe, MI Metro Area",189,-0.31872167735570495,45.84
34740,"Muskegon-Norton Shores, MI Metro Area",197,-0.010237232696348922,59.35
40980,"Saginaw, MI Metro Area",199,0.3966224954484027,71.78
44780,"Sturgis, MI Micro Area",158,-0.8589946226965568,18.7
37020,"Owosso, MI Micro Area",168,-0.4508918574012824,39.89
11460,"Ann Arbor, MI Metro Area",159,2.408770378270967,97.95
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",332,1.8145739746385299,93.95
19810,"Detroit Lakes, MN Micro Area",157,-0.09796616004752882,55.57
13420,"Bemidji, MN Micro Area",159,-0.02979901636188438,58.38
41060,"St. Cloud, MN Metro Area",231,-0.12044350544942335,54.59
31860,"Mankato, MN Metro Area",192,-0.09935550815778373,55.35
35580,"New Ulm, MN Micro Area",123,-1.1280307227286515,7.68
20260,"Duluth, MN-WI Metro Area",211,0.3635067005343042,70.7
14660,"Brainerd, MN Micro Area",205,-0.047181948318497265,57.62
22020,"Fargo, ND-MN Metro Area",234,0.632233745498571,77.19
40340,"Rochester, MN Metro Area",148,0.1894884869868589,65.41
10820,"Alexandria, MN Micro Area",184,-0.171192192949675,52.54
10660,"Albert Lea, MN Micro Area",137,-1.073488211408777,8.86
39860,"Red Wing, MN Micro Area",159,-0.5038076594684668,37.41
29100,"La Crosse-Onalaska, WI-MN Metro Area",191,-0.011800242387211807,59.14
24330,"Grand Rapids, MN Micro Area",157,-0.3457389276013302,44.32
48820,"Willmar, MN Micro Area",142,-0.9202284310246482,16.32
32140,"Marshall, MN Micro Area",114,-1.1609398309649333,7.03
26780,"Hutchinson, MN Micro Area",150,-0.594897450735663,31.78
21860,"Fairmont, MN Micro Area",115,-1.1773987878101146,6.38
12380,"Austin, MN Micro Area",117,-0.8693250034070615,18.16
49380,"Worthington, MN Micro Area",89,-1.352063580413378,2.59
22260,"Fergus Falls, MN Micro Area",179,-0.6944143616696815,27.46
24220,"Grand Forks, ND-MN Metro Area",175,-0.06748116163196514,56.32
22060,"Faribault-Northfield, MN Micro Area",135,0.020940687837085987,60.54
43620,"Sioux Falls, SD-MN Metro Area",239,0.39943987258352026,72
36940,"Owatonna, MN Micro Area",135,-0.5494332638515006,34.38
47420,"Wahpeton, ND-MN Micro Area",112,-1.4484690268209166,1.84
49100,"Winona, MN Micro Area",155,-0.24493135830778207,49.19
18420,"Corinth, MS Micro Area",136,-0.822504555474609,20.76
17380,"Cleveland, MS Micro Area",120,-1.0005088022724884,11.57
24900,"Greenwood, MS Micro Area",123,-1.233876668879912,5.08
32940,"Meridian, MS Micro Area",176,-0.6009723659100008,31.68
17260,"Clarksdale, MS Micro Area",113,-0.580455765399167,32.65
27140,"Jackson, MS Metro Area",230,-0.05004807593643757,57.3
25620,"Hattiesburg, MS Metro Area",173,-0.5663143411412218,33.3
24980,"Grenada, MS Micro Area",127,-1.067175600077828,9.08
25060,"Gulfport-Biloxi, MS Metro Area",171,0.3684856797110657,70.92
46180,"Tupelo, MS Micro Area",190,-0.5700910307811375,32.97
29860,"Laurel, MS Micro Area",128,-1.576799295404779,0.86
37060,"Oxford, MS Micro Area",147,0.4332692292044912,73.3
15020,"Brookhaven, MS Micro Area",128,-1.240072772237369,4.76
18060,"Columbus, MS Micro Area",176,-0.831659922393248,20.43
44260,"Starkville, MS Micro Area",110,-0.30271857282546355,46.59
38100,"Picayune, MS Micro Area",154,-0.7865171380815282,22.49
32620,"McComb, MS Micro Area",141,-1.4543025020128166,1.73
46980,"Vicksburg, MS Micro Area",116,-0.6279889368054323,30.7
24740,"Greenville, MS Micro Area",150,-1.1239439947230556,7.89
28860,"Kirksville, MO Micro Area",125,-0.8628507473661885,18.49
33020,"Mexico, MO Micro Area",134,-1.0390515115620658,9.84
17860,"Columbia, MO Metro Area",183,0.48370996448633796,74.59
38740,"Poplar Bluff, MO Micro Area",147,-0.9027227225207564,16.86
27620,"Jefferson City, MO Metro Area",172,-0.3805149354962715,42.59
44180,"Springfield, MO Metro Area",250,0.23251808638651386,67.14
28380,"Kennett, MO Micro Area",101,-1.011079100608275,11.46
48460,"West Plains, MO Micro Area",175,-0.8210277991233622,20.97
47660,"Warrensburg, MO Micro Area",97,-1.0264576131317857,10.49
30060,"Lebanon, MO Micro Area",132,-1.0223569764780598,10.81
25300,"Hannibal, MO Micro Area",160,-0.9991124007250312,11.68
43460,"Sikeston, MO Micro Area",148,-0.9222604663997817,16.11
32340,"Maryville, MO Micro Area",103,-1.359009287037879,2.49
42740,"Sedalia, MO Micro Area",151,-0.9382461123855138,15.78
40620,"Rolla, MO Micro Area",137,-0.40592680373229945,41.84
22780,"Fort Leonard Wood, MO Micro Area",67,-0.5683375913774666,33.19
33620,"Moberly, MO Micro Area",117,-1.484791007526819,1.41
22100,"Farmington, MO Micro Area",155,-0.6917594409996527,27.57
32180,"Marshall, MO Micro Area",98,-1.5696438990281034,0.97
14700,"Branson, MO Micro Area",147,1.5312279568879485,91.68
25740,"Helena, MT Metro Area",213,0.8824795475139238,80.65
13740,"Billings, MT Metro Area",273,0.17157959608988957,64.86
24500,"Great Falls, MT Metro Area",194,0.05299957864767005,61.41
28060,"Kalispell, MT Micro Area",265,1.274905855835455,87.68
14580,"Bozeman, MT Metro Area",278,1.8586307414366563,94.59
33540,"Missoula, MT Metro Area",273,1.1588096518042956,86.27
15580,"Butte-Silver Bow, MT Micro Area",178,0.020826245291956084,60.43
25580,"Hastings, NE Micro Area",156,-1.2209215001226907,5.62
42420,"Scottsbluff, NE Micro Area",156,-0.8905045663383031,17.19
28260,"Kearney, NE Micro Area",177,-0.4393825425326655,40.76
18100,"Columbus, NE Micro Area",142,-1.0299719964528156,10.27
30420,"Lexington, NE Micro Area",97,-1.7333532979540995,0.43
23340,"Fremont, NE Micro Area",147,-0.9727774967084922,13.73
13100,"Beatrice, NE Micro Area",130,-1.2326549707164671,5.19
24260,"Grand Island, NE Metro Area",178,-0.7999111710860819,21.51
30700,"Lincoln, NE Metro Area",228,0.7803145487096217,79.57
35820,"North Platte, NE Micro Area",148,-0.7050475303430007,26.59
35740,"Norfolk, NE Micro Area",179,-0.6710033559331499,28.54
21980,"Fallon, NV Micro Area",117,-0.3342174946892217,44.76
29820,"Las Vegas-Henderson-North Las Vegas, NV Metro Area",234,2.3886412995620265,97.84
21220,"Elko, NV Micro Area",128,-0.5847800328972028,32.54
49080,"Winnemucca, NV Micro Area",93,-1.2195907497139196,5.73
39900,"Reno, NV Metro Area",284,1.261356257496549,87.46
37220,"Pahrump, NV Micro Area",147,0.3499376892842565,70.59
16180,"Carson City, NV Metro Area",171,0.6339751959843317,77.3
29060,"Laconia, NH Micro Area",200,0.6869911348437386,78.49
28300,"Keene, NH Micro Area",203,0.5323648804442287,75.14
30150,"Lebanon-Claremont, NH-VT Micro Area",218,1.1010494861553661,84.65
31700,"Manchester-Nashua, NH Metro Area",276,1.7110670287436318,93.19
18180,"Concord, NH Micro Area",237,1.0034883206316607,82.7
12100,"Atlantic City-Hammonton, NJ Metro Area",184,1.1245751685225338,85.08
35620,"New York-Newark-Jersey City, NY-NJ Metro Area",289,3.482811099307892,99.57
47220,"Vineland, NJ Metro Area",183,-0.15414408521773296,53.08
45940,"Trenton-Princeton, NJ Metro Area",166,2.762185432175008,98.7
10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",274,0.8902452991076029,80.86
10740,"Albuquerque, NM Metro Area",231,1.5244316336910217,91.57
40740,"Roswell, NM Micro Area",160,-0.6171413494887329,30.81
17580,"Clovis, NM Micro Area",123,-1.066491744998197,9.19
29740,"Las Cruces, NM Metro Area",187,0.4489119112376093,73.95
16100,"Carlsbad-Artesia, NM Micro Area",150,-0.7441141185460814,24.54
43500,"Silver City, NM Micro Area",116,-0.3241249069447336,45.3
26020,"Hobbs, NM Micro Area",107,-1.2366471903700254,4.97
40760,"Ruidoso, NM Micro Area",156,0.6346294598946592,77.41
31060,"Los Alamos, NM Micro Area",27,2.350207447244529,97.62
19700,"Deming, NM Micro Area",103,-0.8866993911021274,17.62
23700,"Gallup, NM Micro Area",126,-0.4527716365635125,39.57
29780,"Las Vegas, NM Micro Area",108,-0.10792793287642895,55.03
10460,"Alamogordo, NM Micro Area",107,-0.09492703280593941,55.68
21580,"Española, NM Micro Area",113,0.18106655482658074,64.97
22140,"Farmington, NM Metro Area",170,-0.7606459329860124,23.68
42140,"Santa Fe, NM Metro Area",204,2.0374994579670958,95.78
45340,"Taos, NM Micro Area",169,1.114270379620037,84.86
10580,"Albany-Schenectady-Troy, NY Metro Area",225,1.386780718212685,89.51
13780,"Binghamton, NY Metro Area",194,0.6372813088565155,77.51
36460,"Olean, NY Micro Area",144,-0.5586306305906805,33.84
12180,"Auburn, NY Micro Area",161,-0.23840134250566228,49.51
27460,"Jamestown-Dunkirk, NY Micro Area",190,-0.1689228862321549,52.76
21300,"Elmira, NY Metro Area",190,-0.01045460881465729,59.24
38460,"Plattsburgh, NY Micro Area",159,0.2608575479058927,67.89
26460,"Hudson, NY Micro Area",186,0.9828506447467726,82.05
18660,"Cortland, NY Micro Area",137,-0.1450977717100818,53.73
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY Metro Area",260,1.1240926523163546,84.97
15380,"Buffalo-Cheektowaga, NY Metro Area",294,1.1380636936012736,85.73
24100,"Gloversville, NY Micro Area",139,-0.037610400600960596,58.05
12860,"Batavia, NY Micro Area",166,-0.2490635957843069,48.97
46540,"Utica-Rome, NY Metro Area",222,0.37986631551912886,71.35
48060,"Watertown-Fort Drum, NY Metro Area",125,-0.2440279213836757,49.41
40380,"Rochester, NY Metro Area",245,1.495898967907097,91.24
45060,"Syracuse, NY Metro Area",250,1.0241506562256653,83.35
11220,"Amsterdam, NY Micro Area",123,-0.22397067451643893,50.27
36580,"Oneonta, NY Micro Area",138,0.22421022290746515,66.81
32390,"Massena-Ogdensburg, NY Micro Area",136,-0.544651143912472,35.03
42900,"Seneca Falls, NY Micro Area",130,-0.4645044476358234,38.7
18500,"Corning, NY Micro Area",132,-0.12676028542451923,54.16
33910,"Monticello, NY Micro Area",136,0.3426691101667349,70.38
27060,"Ithaca, NY Metro Area",137,1.716575245180964,93.3
28740,"Kingston, NY Metro Area",244,1.3507211675924768,89.08
24020,"Glens Falls, NY Metro Area",190,0.4432417533167423,73.73
15500,"Burlington, NC Metro Area",198,0.15975715506368734,64.54
25860,"Hickory-Lenoir-Morganton, NC Metro Area",231,0.2696070590897822,68.22
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",349,1.4155052922927724,89.95
47820,"Washington, NC Micro Area",155,-0.5118008358032218,36.97
48900,"Wilmington, NC Metro Area",263,1.2564552668560762,87.35
11700,"Asheville, NC Metro Area",286,1.3273474079258298,88.86
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",208,1.2718491581775355,87.57
33980,"Morehead City, NC Micro Area",189,1.1256644713642834,85.3
20500,"Durham-Chapel Hill, NC Metro Area",161,2.981942482630396,98.92
43140,"Shelby-Kings Mountain, NC Micro Area",167,-0.28968856766355017,47.14
35100,"New Bern, NC Micro Area",143,0.09652062456528217,62.81
22180,"Fayetteville, NC Metro Area",108,0.20849328776414003,66.16
28620,"Kill Devil Hills, NC Micro Area",156,1.4612434334659812,90.49
49180,"Winston-Salem, NC Metro Area",270,0.6035574485449782,76.76
40580,"Rocky Mount, NC Metro Area",173,-0.44389440567977206,40.43
39580,"Raleigh-Cary, NC Metro Area",278,2.2069978143748155,97.08
24660,"Greensboro-High Point, NC Metro Area",295,0.5835216305019603,76.22
40260,"Roanoke Rapids, NC Micro Area",145,-0.9825250402446024,12.86
11360,"Anderson Creek, NC Micro Area",161,-0.21235202347288518,50.92
48200,"Waynesville, NC Micro Area",179,0.2995754070785514,68.76
41820,"Sanford, NC Micro Area",144,-0.1675024469034103,52.86
28820,"Kinston, NC Micro Area",123,-0.45100952728054766,39.78
32000,"Marion, NC Micro Area",126,-0.6020539268172116,31.57
38240,"Pinehurst-Southern Pines, NC Metro Area",182,0.9000527970660677,80.97
27340,"Jacksonville, NC Metro Area",90,1.0110501396521943,82.92
21020,"Elizabeth City, NC Micro Area",123,-0.11036088549787577,54.81
24780,"Greenville, NC Metro Area",158,0.26566104536003066,68.11
40460,"Rockingham, NC Micro Area",130,-0.4275546032523689,41.08
31300,"Lumberton, NC Micro Area",148,-0.7998732219879618,21.62
22580,"Forest City, NC Micro Area",171,-0.24644357837412503,49.08
29900,"Laurinburg, NC Micro Area",111,-1.1267015583216875,7.78
10620,"Albemarle, NC Micro Area",173,-0.5290533862531379,36
34340,"Mount Airy, NC Micro Area",159,-0.6430590029217569,29.62
14820,"Brevard, NC Micro Area",143,1.14826939101592,86.05
25780,"Henderson, NC Micro Area",131,-0.44749049226095794,40
14380,"Boone, NC Micro Area",144,1.2869511151723205,88.11
24140,"Goldsboro, NC Metro Area",158,-0.445140647585148,40.32
35900,"North Wilkesboro, NC Micro Area",147,-0.6032104323990463,31.46
48980,"Wilson, NC Micro Area",162,-0.37758379724642416,42.81
19860,"Dickinson, ND Micro Area",159,-0.8646598134199238,18.27
13900,"Bismarck, ND Metro Area",221,-0.08825491191642959,55.89
33500,"Minot, ND Metro Area",167,-0.47654846775029763,38.38
27420,"Jamestown, ND Micro Area",120,-1.2810876650436422,3.35
48780,"Williston, ND Micro Area",124,-1.0375146670041964,9.95
30620,"Lima, OH Metro Area",208,-0.17891722067393848,52.22
11740,"Ashland, OH Micro Area",156,-0.4143489997878144,41.3
17410,"Cleveland, OH Metro Area",334,1.1679402000541597,86.59
11900,"Athens, OH Micro Area",115,0.3280176083863395,69.62
47540,"Wapakoneta, OH Micro Area",137,-0.5248608929253261,36.22
48540,"Wheeling, WV-OH Metro Area",192,-0.23639855240858515,49.62
15940,"Canton-Massillon, OH Metro Area",291,-0.01776664443996973,58.81
46500,"Urbana, OH Micro Area",124,-0.9967159058557574,11.89
44220,"Springfield, OH Metro Area",172,-0.5069574820108818,37.3
48940,"Wilmington, OH Micro Area",115,-0.17727026395606926,52.32
41400,"Salem, OH Micro Area",207,-0.6063368485028369,31.35
18740,"Coshocton, OH Micro Area",160,-0.6663601584020757,29.08
15340,"Bucyrus, OH Micro Area",157,-1.1338999840615542,7.46
24820,"Greenville, OH Micro Area",164,-0.9465699031508386,14.81
19580,"Defiance, OH Micro Area",138,-0.7896537883897944,22.38
18140,"Columbus, OH Metro Area",251,1.4608421465300108,90.38
41780,"Sandusky, OH Metro Area",184,0.25948727841561914,67.78
47920,"Washington Court House, OH Micro Area",122,-0.728102609109118,25.62
45780,"Toledo, OH Metro Area",273,0.13822878612061373,64.43
23680,"Gallipolis, OH Micro Area",104,-0.8452720888548418,19.35
19430,"Dayton-Kettering-Beavercreek, OH Metro Area",252,0.82145487983006,80.11
15740,"Cambridge, OH Micro Area",141,-0.9686323400065664,14.05
22300,"Findlay, OH Micro Area",150,-0.8215812778601703,20.86
35940,"Norwalk, OH Micro Area",148,-0.7544533952867516,24
