industry_code,industry_description,industry_employment_share_nation
811191,Automotive Oil Change and Lubrication Shops,5.211488249694174e-4
811192,Car Washes,0.0013044696578594203
811198,All Other Automotive Repair and Maintenance,2.6073216427819745e-4
811210,Electronic and Precision Equipment Repair and Maintenance,6.934539384611057e-4
811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,0.0016680617279211335
811411,Home and Garden Equipment Repair and Maintenance,5.801250500187914e-5
811412,Appliance Repair and Maintenance,2.0095857561809848e-4
811420,Reupholstery and Furniture Repair,1.1954144089134375e-4
811430,Footwear and Leather Goods Repair,1.7541999435948423e-5
811490,Other Personal and Household Goods Repair and Maintenance,4.918069913805108e-4
812111,Barber Shops,5.631509570394025e-4
812112,Beauty Salons,0.004520988572092949
812113,Nail Salons,0.0015451128482904329
812191,Diet and Weight Reducing Centers,1.1715508648802311e-4
812199,Other Personal Care Services,0.0015466444747944874
812210,Funeral Homes and Funeral Services,6.510559928001852e-4
812220,Cemeteries and Crematories,1.9502710818292167e-4
812310,Coin-Operated Laundries and Drycleaners,2.5949883207455817e-4
812320,Drycleaning and Laundry Services (except Coin-Operated),5.776297034672421e-4
812331,Linen Supply,3.8774817196648065e-4
812332,Industrial Launderers,3.947523515973809e-4
812910,Pet Care (except Veterinary) Services,0.0013117606589330274
812921,Photofinishing Laboratories (except One-Hour),3.446446455565014e-5
812922,One-Hour Photofinishing,3.843407332271237e-6
812930,Parking Lots and Garages,7.97266091434408e-4
812990,All Other Personal Services,0.0013022037684620367
813110,Religious Organizations,0.008981302936195697
813211,Grantmaking Foundations,4.6193740633702375e-4
813212,Voluntary Health Organizations,2.331514143475107e-4
813219,Other Grantmaking and Giving Services,2.6497712163025823e-4
813311,Human Rights Organizations,3.3828868238611854e-4
813312,"Environment, Conservation and Wildlife Organizations",4.726415825788419e-4
813319,Other Social Advocacy Organizations,7.504109405538237e-4
813410,Civic and Social Organizations,0.0020922190138248165
813910,Business Associations,6.874306881642627e-4
813920,Professional Organizations,5.19152547728178e-4
813930,Labor Unions and Similar Labor Organizations,6.159088932108928e-4
813940,Political Organizations,8.93563522608792e-5
813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",6.280701223816615e-4
814110,Private Households,0.008751438495581607
901149,US Postal Service,0.003474549220521427
901199,"Federal Government, Civilian, Excluding Postal Service",0.014489852154101314
901200,"Federal Government, Military",0.010626585305137057
902611,Elementary and Secondary Schools (State Government),3.655080372989947e-4
902612,"Colleges, Universities, and Professional Schools (State Government)",0.015409000149399553
902619,All Other Schools and Educational Support Services (State Government),8.734860216193154e-5
902622,Hospitals (State Government),0.0025527624679502854
902999,"State Government, Excluding Education and Hospitals",0.013372200774734546
903611,Elementary and Secondary Schools (Local Government),0.042492688519875386
903612,"Colleges, Universities, and Professional Schools (Local Government)",0.003654661613683595
903619,All Other Schools and Educational Support Services (Local Government),3.500999893967849e-4
903622,Hospitals (Local Government),0.004005318036679231
903999,"Local Government, Excluding Education and Hospitals",0.03422234136657476
999999,Unclassified Industry,0.0013379474566521591
